student_id,name,interests,preferences,grades_json
4069,Elena Nicolae_4069,Statistica|Antreprenoriat|Biologie,Medical|Stiintific,"{""Economie"": 7.2, ""Limba Romana"": 7.5, ""Informatica"": 9.0, ""Fizica"": 9.3, ""Chimie"": 6.7, ""Biologie"": 6.4, ""Desen"": 7.0, ""Matematica"": 6.8, ""Istorie"": 8.2}"
4070,Gabriel Nicolae_4070,RI|Antreprenoriat|Genetica,Stiintific,"{""Desen"": 6.7, ""Fizica"": 8.8, ""Matematica"": 7.5, ""Informatica"": 7.0, ""Economie"": 7.3, ""Limba Romana"": 6.0}"
4071,Elena Vasilescu_4071,Matematica|Electronica|Management|Arhitectura,Creativ|Tehnic,"{""Fizica"": 7.2, ""Biologie"": 9.3, ""Chimie"": 6.9, ""Desen"": 9.8, ""Matematica"": 9.3, ""Istorie"": 7.6, ""Informatica"": 9.0, ""Limba Romana"": 6.5, ""Economie"": 9.1, ""Geografie"": 9.1}"
4072,Ion Vasilescu_4072,Inovatie|AI|Chimie,Tehnic,"{""Biologie"": 8.3, ""Fizica"": 7.6, ""Limba Romana"": 9.6, ""Economie"": 7.1, ""Desen"": 7.8, ""Istorie"": 6.2, ""Informatica"": 9.3, ""Matematica"": 6.4, ""Geografie"": 6.1, ""Chimie"": 8.8}"
4073,Roxana Nicolae_4073,Inovatie|Medicina|Informatica,Creativ|Tehnic,"{""Geografie"": 9.1, ""Biologie"": 9.4, ""Istorie"": 8.4, ""Desen"": 9.3, ""Informatica"": 6.5, ""Matematica"": 7.8, ""Fizica"": 9.8, ""Chimie"": 7.7}"
4074,Andrei Stoica_4074,Marketing|Arhitectura|Psihologie|Finante,Umanist,"{""Informatica"": 6.0, ""Chimie"": 8.4, ""Desen"": 7.7, ""Fizica"": 8.0, ""Limba Romana"": 8.3}"
4075,Ana Stoica_4075,Programare|Medicina|Economie|RI,Social,"{""Informatica"": 6.5, ""Istorie"": 9.4, ""Matematica"": 6.2, ""Chimie"": 8.7, ""Limba Romana"": 9.5, ""Biologie"": 9.4, ""Desen"": 8.5}"
4076,Daniel Petrescu_4076,Drept|Medicina,Stiintific,"{""Desen"": 9.3, ""Fizica"": 8.5, ""Chimie"": 6.9, ""Geografie"": 8.9, ""Economie"": 9.6, ""Biologie"": 9.1, ""Limba Romana"": 6.8}"
4077,Daniel Stanescu_4077,Materiale|Management|Biologie,Medical,"{""Limba Romana"": 9.4, ""Matematica"": 6.8, ""Desen"": 6.2, ""Geografie"": 6.6, ""Fizica"": 7.4, ""Istorie"": 8.0, ""Biologie"": 9.8, ""Economie"": 9.3, ""Informatica"": 6.6}"
4078,Cristian Marin_4078,Programare|Medicina,Medical|Financiar,"{""Geografie"": 9.4, ""Desen"": 9.2, ""Fizica"": 8.5, ""Biologie"": 9.2, ""Economie"": 7.4}"
4079,Gabriel Ionescu_4079,Geografie|Informatica,Medical|Social,"{""Geografie"": 6.6, ""Chimie"": 6.0, ""Istorie"": 9.9, ""Biologie"": 8.3, ""Matematica"": 8.6, ""Desen"": 9.0, ""Fizica"": 9.7, ""Limba Romana"": 8.8, ""Informatica"": 6.6}"
4080,Adriana Vasilescu_4080,Economie|Biologie|Chimie|Psihologie,Financiar,"{""Istorie"": 9.3, ""Matematica"": 8.1, ""Desen"": 7.4, ""Limba Romana"": 8.7, ""Fizica"": 8.5, ""Economie"": 8.1, ""Chimie"": 9.5}"
4081,Gabriel Ionescu_4081,Arheologie|Cercetare,Creativ|Tehnic,"{""Matematica"": 6.4, ""Limba Romana"": 9.5, ""Chimie"": 8.2, ""Desen"": 7.8, ""Economie"": 6.1}"
4082,Ana Radu_4082,Drept|Programare|Biologie,Umanist|Medical,"{""Chimie"": 7.9, ""Limba Romana"": 8.3, ""Economie"": 7.7, ""Istorie"": 7.9, ""Informatica"": 8.1, ""Matematica"": 7.2, ""Biologie"": 6.2, ""Desen"": 8.8, ""Fizica"": 6.6}"
4083,Elena Olaru_4083,Istorie|Fizica,Medical|Creativ,"{""Fizica"": 7.0, ""Biologie"": 9.6, ""Desen"": 8.1, ""Matematica"": 8.1, ""Economie"": 9.9, ""Informatica"": 7.2, ""Chimie"": 6.0, ""Limba Romana"": 7.1, ""Istorie"": 8.7, ""Geografie"": 9.2}"
4084,Stefan Stoica_4084,Arhitectura|Statistica|Materiale|Electronica,Social|Medical,"{""Desen"": 7.9, ""Geografie"": 7.6, ""Chimie"": 8.4, ""Matematica"": 8.2, ""Fizica"": 6.5, ""Limba Romana"": 8.3, ""Economie"": 6.9, ""Istorie"": 6.1, ""Biologie"": 6.8}"
4085,Roxana Georgescu_4085,Economie|Cercetare|Inovatie,Medical|Stiintific,"{""Limba Romana"": 7.0, ""Istorie"": 10.0, ""Biologie"": 6.8, ""Chimie"": 6.3, ""Geografie"": 6.7}"
4086,Andrei Stoica_4086,Management|Genetica|Design|Materiale,Tehnic,"{""Chimie"": 9.3, ""Limba Romana"": 6.9, ""Economie"": 8.8, ""Matematica"": 7.1, ""Desen"": 8.3, ""Fizica"": 8.0}"
4087,Gabriel Olaru_4087,Geografie|Fizica|Electronica,Creativ|Social,"{""Biologie"": 6.7, ""Chimie"": 6.3, ""Limba Romana"": 9.6, ""Economie"": 8.0, ""Desen"": 7.3}"
4088,Ana Vasilescu_4088,Cercetare|Economie|Inovatie|Medicina,Financiar|Umanist,"{""Economie"": 8.4, ""Fizica"": 7.7, ""Biologie"": 6.9, ""Matematica"": 9.0, ""Desen"": 8.8, ""Chimie"": 8.2, ""Istorie"": 8.0, ""Geografie"": 8.3}"
4089,Andrei Marin_4089,Management|Arheologie|Sociologie|Economie,Tehnic,"{""Desen"": 6.2, ""Chimie"": 6.9, ""Fizica"": 6.3, ""Limba Romana"": 7.0, ""Geografie"": 7.6}"
4090,Ion Petrescu_4090,Design|Genetica|Cercetare|Drept,Tehnic,"{""Desen"": 7.8, ""Matematica"": 10.0, ""Informatica"": 9.2, ""Chimie"": 7.3, ""Limba Romana"": 8.2, ""Economie"": 7.2}"
4091,Andrei Georgescu_4091,Management|Drept,Tehnic|Financiar,"{""Matematica"": 6.0, ""Chimie"": 7.5, ""Fizica"": 8.3, ""Istorie"": 9.3, ""Informatica"": 8.0, ""Economie"": 8.2, ""Biologie"": 7.2}"
4092,Alexandru Marin_4092,Psihologie|Programare,Creativ|Tehnic,"{""Chimie"": 8.3, ""Economie"": 9.8, ""Biologie"": 9.8, ""Geografie"": 8.9, ""Desen"": 7.6, ""Matematica"": 9.8, ""Istorie"": 9.0}"
4093,Andrei Olaru_4093,Statistica|Informatica|Istorie|Economie,Stiintific|Financiar,"{""Informatica"": 7.3, ""Fizica"": 7.6, ""Biologie"": 7.5, ""Geografie"": 8.6, ""Economie"": 7.0, ""Limba Romana"": 9.7, ""Desen"": 9.4}"
4094,Andrei Popescu_4094,Electronica|Sociologie,Creativ|Umanist,"{""Chimie"": 6.7, ""Economie"": 6.5, ""Limba Romana"": 8.0, ""Istorie"": 7.5, ""Informatica"": 8.6, ""Matematica"": 10.0, ""Biologie"": 7.8, ""Fizica"": 9.0, ""Desen"": 6.9, ""Geografie"": 10.0}"
4095,Cristian Georgescu_4095,Robotica|RI|Management,Tehnic,"{""Chimie"": 8.4, ""Istorie"": 7.0, ""Limba Romana"": 7.8, ""Matematica"": 6.1, ""Economie"": 8.1}"
4096,Daniel Radu_4096,Psihologie|Matematica,Financiar,"{""Biologie"": 6.9, ""Fizica"": 9.9, ""Matematica"": 6.8, ""Istorie"": 7.9, ""Limba Romana"": 6.5, ""Informatica"": 8.2, ""Economie"": 6.2}"
4097,Andrei Vasilescu_4097,Informatica|Cercetare,Medical|Umanist,"{""Matematica"": 7.7, ""Desen"": 8.6, ""Informatica"": 7.7, ""Chimie"": 6.8, ""Geografie"": 9.8, ""Limba Romana"": 8.0}"
4098,Andrei Popescu_4098,Arheologie|Marketing|Chimie,Stiintific,"{""Geografie"": 7.9, ""Desen"": 9.7, ""Matematica"": 7.8, ""Fizica"": 6.1, ""Istorie"": 9.6, ""Chimie"": 6.1, ""Limba Romana"": 9.4, ""Biologie"": 6.5, ""Informatica"": 6.2, ""Economie"": 9.5}"
4099,Maria Petrescu_4099,Finante|Arhitectura|Cibernetica|AI,Social|Creativ,"{""Economie"": 8.9, ""Limba Romana"": 8.5, ""Desen"": 8.2, ""Informatica"": 7.5, ""Fizica"": 6.9, ""Chimie"": 9.5, ""Matematica"": 9.6, ""Biologie"": 9.3, ""Geografie"": 7.3, ""Istorie"": 9.1}"
4100,Elena Radu_4100,Arhitectura|Economie|Programare,Tehnic|Umanist,"{""Limba Romana"": 8.6, ""Economie"": 9.5, ""Biologie"": 6.8, ""Geografie"": 6.2, ""Desen"": 10.0, ""Chimie"": 6.4, ""Istorie"": 8.4, ""Fizica"": 9.4, ""Informatica"": 9.6, ""Matematica"": 9.0}"
4101,Roxana Dumitrescu_4101,Drept|Cercetare|Informatica|Mecanica,Creativ|Umanist,"{""Chimie"": 7.3, ""Geografie"": 8.2, ""Economie"": 6.4, ""Istorie"": 7.8, ""Fizica"": 8.8, ""Desen"": 6.6, ""Limba Romana"": 9.4, ""Biologie"": 8.6}"
4102,Daniel Popescu_4102,AI|Chimie|Cibernetica|Antreprenoriat,Tehnic|Financiar,"{""Istorie"": 7.1, ""Biologie"": 6.1, ""Economie"": 6.5, ""Limba Romana"": 9.3, ""Matematica"": 7.5, ""Desen"": 6.1, ""Fizica"": 9.9, ""Chimie"": 7.9, ""Geografie"": 7.8, ""Informatica"": 9.8}"
4103,Maria Stoica_4103,Biologie|Arheologie|Matematica|Materiale,Social|Creativ,"{""Chimie"": 6.6, ""Istorie"": 7.8, ""Desen"": 9.2, ""Geografie"": 6.2, ""Biologie"": 7.8, ""Limba Romana"": 9.1}"
4104,Laura Popescu_4104,Statistica|Economie|Arheologie,Medical|Financiar,"{""Chimie"": 9.5, ""Economie"": 7.4, ""Matematica"": 6.8, ""Limba Romana"": 6.6, ""Geografie"": 9.9, ""Informatica"": 7.0, ""Biologie"": 8.4, ""Istorie"": 6.1, ""Fizica"": 9.9}"
4105,Laura Nicolae_4105,Finante|Informatica,Social,"{""Fizica"": 10.0, ""Chimie"": 6.8, ""Biologie"": 7.2, ""Economie"": 9.3, ""Istorie"": 7.9}"
4106,Daniel Petrescu_4106,Materiale|Fizica|RI|Biologie,Financiar|Medical,"{""Chimie"": 8.2, ""Matematica"": 9.2, ""Geografie"": 7.5, ""Desen"": 9.3, ""Biologie"": 9.4, ""Fizica"": 8.1}"
4107,Maria Marin_4107,Psihologie|Inovatie|Drept|Genetica,Tehnic|Stiintific,"{""Desen"": 9.9, ""Biologie"": 9.6, ""Economie"": 7.7, ""Istorie"": 6.7, ""Geografie"": 6.7, ""Matematica"": 7.1, ""Limba Romana"": 8.5, ""Informatica"": 6.5}"
4108,Adriana Ionescu_4108,Matematica|Drept|Sociologie,Tehnic|Medical,"{""Limba Romana"": 8.6, ""Geografie"": 6.8, ""Chimie"": 6.4, ""Biologie"": 7.7, ""Matematica"": 7.9, ""Desen"": 8.9, ""Fizica"": 8.8, ""Istorie"": 6.5, ""Economie"": 7.9, ""Informatica"": 7.0}"
4109,Adriana Vasilescu_4109,Sociologie|Chimie|Medicina,Stiintific|Umanist,"{""Desen"": 7.3, ""Istorie"": 7.6, ""Economie"": 6.6, ""Biologie"": 8.7, ""Informatica"": 7.7, ""Limba Romana"": 9.6, ""Chimie"": 8.8, ""Matematica"": 8.9, ""Geografie"": 8.0, ""Fizica"": 7.4}"
4110,Ana Stoica_4110,Matematica|Geografie,Financiar,"{""Biologie"": 8.3, ""Informatica"": 9.2, ""Desen"": 9.6, ""Limba Romana"": 6.7, ""Chimie"": 9.2, ""Matematica"": 9.1, ""Istorie"": 6.4}"
4111,Maria Petrescu_4111,Medicina|Marketing|Cercetare,Social,"{""Geografie"": 8.7, ""Informatica"": 6.7, ""Istorie"": 6.4, ""Biologie"": 9.1, ""Economie"": 9.1, ""Chimie"": 8.7, ""Limba Romana"": 8.2, ""Fizica"": 7.4, ""Desen"": 7.9}"
4112,Daniel Olaru_4112,RI|Geografie|Arhitectura|Medicina,Medical,"{""Desen"": 9.0, ""Matematica"": 6.5, ""Biologie"": 6.7, ""Chimie"": 8.9, ""Informatica"": 9.6, ""Limba Romana"": 6.3, ""Economie"": 6.1, ""Geografie"": 6.4}"
4113,Laura Marin_4113,Psihologie|Marketing,Social|Medical,"{""Geografie"": 7.9, ""Limba Romana"": 7.4, ""Economie"": 9.7, ""Istorie"": 9.3, ""Desen"": 8.5, ""Fizica"": 6.7, ""Biologie"": 7.4}"
4114,Maria Popescu_4114,Arhitectura|Chimie|Mecanica|Genetica,Creativ,"{""Istorie"": 9.2, ""Geografie"": 8.2, ""Informatica"": 9.4, ""Biologie"": 8.7, ""Economie"": 8.0, ""Chimie"": 9.8, ""Fizica"": 8.9}"
4115,Andrei Marin_4115,Istorie|AI|Statistica|RI,Medical|Stiintific,"{""Chimie"": 6.3, ""Matematica"": 6.2, ""Desen"": 7.6, ""Istorie"": 6.5, ""Limba Romana"": 8.0, ""Informatica"": 8.5, ""Fizica"": 8.6, ""Geografie"": 8.0, ""Biologie"": 7.0}"
4116,Maria Marin_4116,Finante|RI|Geografie,Umanist|Tehnic,"{""Matematica"": 8.4, ""Geografie"": 9.6, ""Biologie"": 9.5, ""Fizica"": 8.0, ""Economie"": 8.7, ""Desen"": 8.5, ""Chimie"": 7.3, ""Informatica"": 8.1, ""Limba Romana"": 9.3, ""Istorie"": 7.9}"
4117,Elena Olaru_4117,Robotica|Design,Financiar|Tehnic,"{""Biologie"": 9.9, ""Desen"": 7.2, ""Economie"": 6.7, ""Matematica"": 9.4, ""Limba Romana"": 6.7, ""Istorie"": 9.0}"
4118,Elena Petrescu_4118,Arhitectura|Cercetare|Mecanica|Biologie,Creativ|Stiintific,"{""Limba Romana"": 6.3, ""Chimie"": 6.3, ""Economie"": 8.9, ""Geografie"": 6.6, ""Istorie"": 7.3, ""Desen"": 9.3, ""Biologie"": 8.2, ""Fizica"": 9.6}"
4119,Ana Stoica_4119,Design|Cibernetica|Geografie|Fizica,Stiintific|Umanist,"{""Biologie"": 8.0, ""Chimie"": 6.9, ""Economie"": 7.5, ""Geografie"": 6.6, ""Limba Romana"": 7.2, ""Informatica"": 7.0}"
4120,Maria Nicolae_4120,Cibernetica|Robotica|RI|Informatica,Creativ|Social,"{""Informatica"": 6.2, ""Fizica"": 6.3, ""Limba Romana"": 7.0, ""Economie"": 9.4, ""Matematica"": 9.8, ""Desen"": 8.2, ""Chimie"": 9.5, ""Istorie"": 6.2, ""Geografie"": 9.0}"
4121,Ana Stoica_4121,RI|Sociologie|Statistica,Social,"{""Limba Romana"": 6.1, ""Istorie"": 8.5, ""Chimie"": 6.2, ""Geografie"": 9.3, ""Economie"": 7.6}"
4122,Laura Dumitrescu_4122,Mecanica|Inovatie,Tehnic,"{""Geografie"": 8.4, ""Istorie"": 6.2, ""Informatica"": 10.0, ""Fizica"": 9.0, ""Chimie"": 8.0, ""Biologie"": 6.1, ""Matematica"": 8.7, ""Desen"": 6.0, ""Limba Romana"": 8.2}"
4123,Mihai Olaru_4123,Arheologie|Robotica,Medical,"{""Istorie"": 9.5, ""Matematica"": 6.8, ""Biologie"": 6.7, ""Limba Romana"": 9.8, ""Informatica"": 9.9, ""Desen"": 9.2}"
4124,Ion Stoica_4124,Informatica|Genetica|Materiale|Drept,Social,"{""Economie"": 6.2, ""Chimie"": 7.2, ""Desen"": 9.3, ""Istorie"": 7.9, ""Informatica"": 9.3, ""Geografie"": 6.5}"
4125,Cristian Stanescu_4125,Drept|Marketing|Istorie|Medicina,Medical,"{""Chimie"": 7.7, ""Informatica"": 8.9, ""Geografie"": 7.4, ""Matematica"": 8.4, ""Limba Romana"": 7.4, ""Biologie"": 6.8}"
4126,Stefan Vasilescu_4126,Mecanica|Robotica|Marketing|Management,Social|Stiintific,"{""Limba Romana"": 6.5, ""Economie"": 6.1, ""Matematica"": 7.9, ""Chimie"": 6.7, ""Informatica"": 10.0}"
4127,Elena Petrescu_4127,Drept|Cibernetica|Statistica,Creativ|Financiar,"{""Matematica"": 9.9, ""Biologie"": 8.9, ""Istorie"": 7.8, ""Geografie"": 9.6, ""Chimie"": 6.6, ""Economie"": 8.6, ""Limba Romana"": 9.9, ""Fizica"": 9.3, ""Desen"": 8.4}"
4128,Alexandru Georgescu_4128,Cercetare|RI|Cibernetica,Umanist,"{""Economie"": 9.9, ""Geografie"": 8.1, ""Desen"": 7.6, ""Biologie"": 6.1, ""Matematica"": 7.3, ""Chimie"": 6.6}"
4129,Cristian Ionescu_4129,Biologie|Psihologie|Economie|Mecanica,Tehnic|Financiar,"{""Informatica"": 7.3, ""Chimie"": 6.2, ""Geografie"": 7.3, ""Fizica"": 7.6, ""Desen"": 9.6, ""Economie"": 8.9, ""Biologie"": 7.6, ""Matematica"": 7.7, ""Limba Romana"": 9.9}"
4130,Alexandru Petrescu_4130,Arhitectura|Inovatie,Financiar|Umanist,"{""Istorie"": 9.6, ""Biologie"": 8.4, ""Fizica"": 7.4, ""Economie"": 8.3, ""Geografie"": 9.3}"
4131,Ioana Vasilescu_4131,Psihologie|Cibernetica|Arheologie,Social,"{""Fizica"": 7.2, ""Biologie"": 9.8, ""Istorie"": 6.5, ""Limba Romana"": 6.8, ""Desen"": 7.2, ""Geografie"": 8.2}"
4132,Maria Georgescu_4132,Fizica|Arhitectura|Istorie|Chimie,Financiar,"{""Informatica"": 9.3, ""Matematica"": 6.1, ""Istorie"": 9.4, ""Fizica"": 7.2, ""Economie"": 7.8}"
4133,Adriana Stanescu_4133,Statistica|Programare,Medical,"{""Chimie"": 9.7, ""Fizica"": 7.7, ""Limba Romana"": 9.7, ""Geografie"": 7.5, ""Economie"": 8.8}"
4134,Adriana Dumitrescu_4134,Geografie|Matematica|Biologie,Financiar|Medical,"{""Fizica"": 6.1, ""Istorie"": 7.9, ""Economie"": 8.5, ""Biologie"": 9.2, ""Desen"": 6.1, ""Limba Romana"": 8.4, ""Informatica"": 8.8, ""Geografie"": 7.4, ""Matematica"": 8.9}"
4135,Cristian Georgescu_4135,Finante|Arheologie,Social,"{""Informatica"": 6.6, ""Chimie"": 7.1, ""Limba Romana"": 7.4, ""Istorie"": 6.5, ""Matematica"": 7.7, ""Desen"": 9.5, ""Economie"": 9.7}"
4136,Stefan Dumitrescu_4136,Fizica|Mecanica|Statistica|Sociologie,Umanist,"{""Geografie"": 8.1, ""Matematica"": 9.4, ""Limba Romana"": 6.7, ""Informatica"": 10.0, ""Chimie"": 7.7, ""Fizica"": 7.8, ""Biologie"": 6.8, ""Desen"": 7.4}"
4137,Gabriel Marin_4137,Marketing|Cercetare,Umanist,"{""Biologie"": 8.0, ""Informatica"": 6.8, ""Istorie"": 7.4, ""Fizica"": 6.3, ""Chimie"": 7.3, ""Matematica"": 9.4, ""Geografie"": 9.6}"
4138,Alexandru Popescu_4138,Design|Programare|Arhitectura|Materiale,Stiintific,"{""Matematica"": 7.9, ""Biologie"": 7.8, ""Fizica"": 8.2, ""Chimie"": 6.6, ""Desen"": 6.0}"
4139,Andrei Stanescu_4139,Drept|Programare|AI,Umanist,"{""Istorie"": 7.3, ""Fizica"": 8.8, ""Limba Romana"": 9.4, ""Economie"": 9.1, ""Chimie"": 7.0}"
4140,Elena Stanescu_4140,Informatica|Programare,Medical,"{""Chimie"": 8.9, ""Istorie"": 6.2, ""Biologie"": 8.1, ""Desen"": 7.6, ""Fizica"": 9.6, ""Matematica"": 9.2, ""Limba Romana"": 8.1, ""Economie"": 9.8, ""Geografie"": 9.7}"
4141,Ana Dumitrescu_4141,Geografie|Cercetare|Psihologie|Genetica,Financiar|Medical,"{""Chimie"": 6.4, ""Biologie"": 6.1, ""Geografie"": 7.2, ""Economie"": 7.2, ""Istorie"": 9.8, ""Desen"": 7.0, ""Limba Romana"": 6.9, ""Informatica"": 8.0}"
4142,Ioana Marin_4142,Geografie|Drept|Economie|Electronica,Stiintific|Medical,"{""Fizica"": 6.3, ""Chimie"": 9.8, ""Biologie"": 7.4, ""Matematica"": 9.0, ""Geografie"": 6.2, ""Economie"": 9.0}"
4143,Mihai Dumitrescu_4143,Mecanica|Economie|Programare|Marketing,Tehnic|Umanist,"{""Economie"": 8.6, ""Informatica"": 6.9, ""Desen"": 8.7, ""Limba Romana"": 8.7, ""Biologie"": 9.1, ""Chimie"": 9.5, ""Geografie"": 9.6}"
4144,Roxana Nicolae_4144,Sociologie|Istorie,Social|Creativ,"{""Limba Romana"": 8.3, ""Geografie"": 6.7, ""Economie"": 7.0, ""Fizica"": 9.4, ""Informatica"": 6.5}"
4145,Mihai Georgescu_4145,Electronica|Drept|Arheologie,Creativ|Umanist,"{""Fizica"": 6.3, ""Geografie"": 6.4, ""Matematica"": 10.0, ""Informatica"": 9.0, ""Biologie"": 9.1, ""Limba Romana"": 6.2, ""Economie"": 9.1, ""Desen"": 9.8}"
4146,Adriana Georgescu_4146,Management|Statistica|Antreprenoriat,Social|Medical,"{""Informatica"": 8.6, ""Biologie"": 10.0, ""Chimie"": 6.7, ""Matematica"": 8.5, ""Fizica"": 6.4, ""Istorie"": 7.6, ""Geografie"": 8.7, ""Economie"": 7.0}"
4147,Ioana Ionescu_4147,Statistica|Design,Financiar,"{""Geografie"": 8.8, ""Chimie"": 6.3, ""Economie"": 6.2, ""Istorie"": 9.2, ""Fizica"": 6.4, ""Biologie"": 8.9, ""Desen"": 8.5, ""Informatica"": 7.2, ""Limba Romana"": 8.0, ""Matematica"": 6.0}"
4148,Ioana Olaru_4148,Programare|Robotica|Fizica|Electronica,Umanist,"{""Informatica"": 6.7, ""Desen"": 7.1, ""Matematica"": 8.0, ""Economie"": 7.6, ""Geografie"": 7.3, ""Istorie"": 9.8, ""Fizica"": 9.8, ""Biologie"": 9.5}"
4149,Daniel Vasilescu_4149,Medicina|Electronica|Management,Financiar,"{""Geografie"": 8.8, ""Informatica"": 9.3, ""Chimie"": 7.5, ""Matematica"": 7.7, ""Economie"": 6.3, ""Desen"": 7.1, ""Istorie"": 7.4, ""Limba Romana"": 9.5, ""Biologie"": 8.3, ""Fizica"": 8.0}"
4150,Elena Ionescu_4150,Programare|Finante|Arheologie|Arhitectura,Stiintific|Financiar,"{""Fizica"": 6.9, ""Biologie"": 8.6, ""Economie"": 9.9, ""Chimie"": 7.4, ""Geografie"": 7.3, ""Istorie"": 9.1, ""Matematica"": 8.1, ""Informatica"": 7.4}"
4151,Gabriel Petrescu_4151,Drept|Genetica,Umanist,"{""Matematica"": 6.2, ""Limba Romana"": 6.3, ""Geografie"": 8.4, ""Istorie"": 8.0, ""Fizica"": 7.3, ""Chimie"": 9.9, ""Informatica"": 6.5, ""Biologie"": 9.5, ""Economie"": 7.9}"
4152,Ion Olaru_4152,Statistica|Marketing,Tehnic|Social,"{""Economie"": 8.0, ""Istorie"": 7.6, ""Biologie"": 8.4, ""Fizica"": 6.4, ""Limba Romana"": 9.0, ""Informatica"": 7.9, ""Chimie"": 7.9, ""Desen"": 9.7, ""Geografie"": 6.2}"
4153,Roxana Olaru_4153,Arhitectura|Inovatie|Statistica|Biologie,Creativ,"{""Matematica"": 6.4, ""Informatica"": 8.4, ""Desen"": 9.4, ""Economie"": 8.5, ""Istorie"": 8.5, ""Chimie"": 6.5, ""Limba Romana"": 9.5, ""Geografie"": 7.8}"
4154,Laura Stoica_4154,Drept|Mecanica,Creativ|Umanist,"{""Istorie"": 9.0, ""Matematica"": 7.9, ""Economie"": 6.1, ""Geografie"": 7.8, ""Limba Romana"": 8.1, ""Biologie"": 6.6, ""Desen"": 6.6}"
4155,Maria Petrescu_4155,Finante|Drept,Umanist|Tehnic,"{""Geografie"": 8.2, ""Fizica"": 6.4, ""Informatica"": 9.0, ""Istorie"": 6.5, ""Desen"": 6.8, ""Economie"": 7.9}"
4156,Gabriel Marin_4156,Sociologie|Biologie|Statistica,Creativ,"{""Desen"": 9.1, ""Istorie"": 7.9, ""Matematica"": 8.1, ""Informatica"": 7.3, ""Economie"": 7.7, ""Limba Romana"": 7.9, ""Chimie"": 9.0, ""Fizica"": 7.4}"
4157,Adriana Dumitrescu_4157,Inovatie|Sociologie,Financiar,"{""Desen"": 6.0, ""Economie"": 9.0, ""Chimie"": 9.8, ""Limba Romana"": 6.9, ""Matematica"": 6.3, ""Fizica"": 6.1}"
4158,Maria Vasilescu_4158,Antreprenoriat|Psihologie|Drept,Umanist|Stiintific,"{""Fizica"": 8.0, ""Biologie"": 10.0, ""Informatica"": 6.9, ""Chimie"": 6.4, ""Matematica"": 7.8, ""Economie"": 8.8, ""Istorie"": 7.6, ""Desen"": 9.9}"
4159,Ion Popescu_4159,Antreprenoriat|Robotica|Electronica,Stiintific|Tehnic,"{""Biologie"": 8.2, ""Limba Romana"": 9.9, ""Informatica"": 8.6, ""Chimie"": 8.4, ""Istorie"": 7.8, ""Matematica"": 9.9}"
4160,Mihai Marin_4160,Inovatie|Drept,Creativ,"{""Istorie"": 9.3, ""Fizica"": 6.8, ""Matematica"": 6.6, ""Limba Romana"": 10.0, ""Economie"": 6.6, ""Geografie"": 8.8, ""Desen"": 8.3}"
4161,Ion Olaru_4161,Economie|Arhitectura,Umanist|Social,"{""Economie"": 7.7, ""Informatica"": 9.9, ""Istorie"": 9.9, ""Biologie"": 6.9, ""Geografie"": 10.0, ""Chimie"": 7.8, ""Desen"": 8.6, ""Fizica"": 8.5, ""Limba Romana"": 6.7, ""Matematica"": 7.8}"
4162,Cristian Ionescu_4162,Geografie|Genetica,Financiar,"{""Fizica"": 6.9, ""Desen"": 8.7, ""Biologie"": 8.0, ""Informatica"": 8.1, ""Limba Romana"": 9.0, ""Geografie"": 9.7, ""Istorie"": 7.1}"
4163,Elena Vasilescu_4163,RI|Materiale|Medicina,Tehnic|Social,"{""Desen"": 8.7, ""Limba Romana"": 7.5, ""Fizica"": 8.6, ""Istorie"": 9.6, ""Chimie"": 7.1, ""Matematica"": 7.1, ""Geografie"": 7.0, ""Biologie"": 8.9}"
4164,Andrei Petrescu_4164,Materiale|Programare,Medical|Creativ,"{""Desen"": 9.8, ""Matematica"": 6.6, ""Chimie"": 6.8, ""Economie"": 7.3, ""Fizica"": 10.0, ""Istorie"": 9.4, ""Geografie"": 9.9}"
4165,Ion Ionescu_4165,Genetica|Marketing|Informatica|Mecanica,Financiar|Medical,"{""Matematica"": 7.4, ""Chimie"": 7.9, ""Istorie"": 9.1, ""Geografie"": 7.8, ""Economie"": 9.5, ""Desen"": 7.1, ""Biologie"": 8.0, ""Fizica"": 9.5}"
4166,Daniel Nicolae_4166,Cibernetica|Drept|Matematica,Financiar|Creativ,"{""Geografie"": 7.7, ""Biologie"": 7.9, ""Limba Romana"": 9.9, ""Desen"": 7.5, ""Fizica"": 8.2, ""Informatica"": 9.7, ""Chimie"": 9.2, ""Istorie"": 8.0}"
4167,Mihai Nicolae_4167,Genetica|Chimie|Programare|Istorie,Medical,"{""Desen"": 7.3, ""Fizica"": 7.8, ""Geografie"": 7.5, ""Biologie"": 7.1, ""Matematica"": 7.3, ""Economie"": 6.5, ""Chimie"": 7.1, ""Limba Romana"": 6.3}"
4168,Ion Stoica_4168,Informatica|Programare|Statistica|Finante,Social,"{""Fizica"": 6.5, ""Matematica"": 6.4, ""Biologie"": 9.2, ""Desen"": 9.5, ""Geografie"": 8.4, ""Informatica"": 6.8, ""Economie"": 9.7, ""Limba Romana"": 6.7, ""Chimie"": 8.8, ""Istorie"": 9.7}"
4169,Roxana Ionescu_4169,Management|Sociologie|Cibernetica,Creativ,"{""Geografie"": 6.6, ""Desen"": 8.9, ""Matematica"": 8.0, ""Limba Romana"": 7.1, ""Economie"": 7.2, ""Biologie"": 7.7}"
